Tenant Name,City,Property Type,BHK,Size (Sq.Ft),Furnishing,Rent (₹/month),Property Age (yrs),Contact No.,Email ID,Availability Date
Zoya Lad,Hyderabad,Apartment,3,735,Unfurnished,24059,17,9249124310,zoyalad@gmail.com,20-10-25
Kabir Divan,Chennai,Villa,5,1921,Furnished,35436,18,9988579494,kabirdivan@gmail.com,06-11-25
Divyansh Kala,Hyderabad,Studio,2,1729,Unfurnished,80784,2,9573804820,divyanshkala@gmail.com,27-11-25
Inaaya  Srivastava,Pune,Independent,2,2416,Furnished,119318,7,9452778088,inaayasrivastava@gmail.com,16-11-25
Yuvaan Yogi,Hyderabad,Apartment,2,1304,Unfurnished,42375,13,9983850205,yuvaanyogi@gmail.com,24-11-25
Veer Chaudhari,Pune,Villa,5,743,Semi-Furnished,21073,10,9150942243,veerchaudhari@gmail.com,03-11-25
Dishani Walia,Chennai,Studio,3,1848,Furnished,90601,1,9773461210,dishaniwalia@gmail.com,19-11-25
Elakshi Jain,Mumbai,Independent,1,401,Furnished,10303,19,9518035585,elakshijain@gmail.com,10-12-25
Aradhya Dhaliwal,Bangalore,Studio,5,906,Unfurnished,37764,17,9589461605,aradhyadhaliwal@gmail.com,07-11-25
Priyansh Bhardwaj,Indore,Studio,1,2468,Unfurnished,60322,7,9184733542,priyanshbhardwaj@gmail.com,30-10-25
Shaan Ramesh,Delhi,Villa,4,1933,Furnished,65778,0,9128346690,shaanramesh@gmail.com,08-10-25
Dharmajan Sarraf,Mumbai,Studio,5,1326,Unfurnished,82258,10,9570527269,dharmajansarraf@gmail.com,22-10-25
Priyansh Bhasin,Chennai,Villa,4,2143,Furnished,56975,6,9133295216,priyanshbhasin@gmail.com,06-11-25
Yuvaan Raju,Kolkata,Independent,2,1166,Furnished,18812,19,9250060513,yuvaanraju@gmail.com,01-11-25
Anaya Contractor,Bangalore,Independent,5,2089,Unfurnished,142398,6,9212044295,anayacontractor@gmail.com,22-10-25
Nishith Sharaf,Kolkata,Independent,4,480,Semi-Furnished,13766,2,9504510107,nishithsharaf@gmail.com,13-11-25
Tara Dutt,Indore,Apartment,1,941,Furnished,17918,7,9593938684,taradutt@gmail.com,27-10-25
Navya Tak,Indore,Independent,5,1957,Furnished,25096,3,9543570421,navyatak@gmail.com,18-11-25
Misha Bakshi,Chennai,Apartment,4,1098,Unfurnished,51315,3,9610507700,mishabakshi@gmail.com,13-12-25
Miraan Doshi,Chennai,Studio,3,1074,Semi-Furnished,56553,1,9973819600,miraandoshi@gmail.com,19-11-25
Anahi Chana,Mumbai,Apartment,4,2097,Semi-Furnished,82548,1,9196431090,anahichana@gmail.com,17-12-25
Jiya Bose,Jaipur,Villa,4,1167,Furnished,42021,5,9811031789,jiyabose@gmail.com,20-11-25
Hazel Brahmbhatt,Pune,Studio,2,2411,Unfurnished,41541,5,9604610286,hazelbrahmbhatt@gmail.com,01-12-25
Nishith Sethi,Mumbai,Independent,2,1984,Semi-Furnished,56008,15,9244378761,nishithsethi@gmail.com,04-11-25
Hiran Wali,Bangalore,Independent,3,1847,Semi-Furnished,105423,16,9958218364,hiranwali@gmail.com,15-11-25
Rati Sood,Nagpur,Villa,4,1389,Furnished,35131,19,9377671584,ratisood@gmail.com,18-10-25
Aaryahi Dayal,Pune,Villa,4,1702,Unfurnished,53028,9,9613468108,aaryahidayal@gmail.com,16-11-25
Dishani Lad,Hyderabad,Apartment,5,2351,Furnished,86313,4,9690407631,dishanilad@gmail.com,26-12-25
Biju Borde,Chennai,Independent,5,1908,Furnished,73150,0,9455480934,bijuborde@gmail.com,25-10-25
Jhanvi Doshi,Pune,Villa,4,1903,Semi-Furnished,80776,5,9432101370,jhanvidoshi@gmail.com,13-12-25
Vritika Bansal,Chennai,Apartment,4,1678,Unfurnished,51510,11,9163908343,vritikabansal@gmail.com,08-11-25
Vardaniya Thakkar,Delhi,Villa,1,2499,Unfurnished,129333,12,9765450787,vardaniyathakkar@gmail.com,06-10-25
Sahil Chandra,Indore,Independent,5,702,Furnished,13752,20,9953149764,sahilchandra@gmail.com,15-11-25
Zaina Arya,Kolkata,Villa,4,1756,Semi-Furnished,45984,7,9198482542,zainaarya@gmail.com,18-12-25
Neysa Sha,Pune,Villa,2,724,Unfurnished,18749,6,9096194749,neysasha@gmail.com,22-10-25
Zeeshan Sen,Indore,Studio,1,1056,Unfurnished,15606,3,9372921878,zeeshansen@gmail.com,19-10-25
Nirvi Tripathi,Bangalore,Villa,4,1949,Unfurnished,98320,14,9327830872,nirvitripathi@gmail.com,31-12-25
Vaibhav Loyal,Indore,Villa,4,1626,Furnished,46749,18,9166126065,vaibhavloyal@gmail.com,26-12-25
Vaibhav Gokhale,Delhi,Apartment,3,1873,Furnished,86595,8,9923083142,vaibhavgokhale@gmail.com,21-11-25
Badal Atwal,Hyderabad,Villa,4,2281,Semi-Furnished,89734,0,9824355541,badalatwal@gmail.com,24-10-25
Ishaan Bera,Delhi,Apartment,4,2235,Unfurnished,137173,20,9694765413,ishaanbera@gmail.com,27-11-25
Zaina Desai,Chennai,Independent,4,1494,Unfurnished,39348,11,9745622069,zainadesai@gmail.com,05-11-25
Riaan Hayre,Bangalore,Apartment,5,479,Unfurnished,15667,15,9327255449,riaanhayre@gmail.com,22-11-25
Jayant Bansal,Kolkata,Villa,5,1012,Unfurnished,36122,10,9510268237,jayantbansal@gmail.com,08-12-25
Farhan Ben,Jaipur,Apartment,4,2259,Semi-Furnished,89625,6,9436303848,farhanben@gmail.com,05-12-25
Pihu Batta,Pune,Studio,1,2161,Semi-Furnished,63490,16,9069455076,pihubatta@gmail.com,22-11-25
Kabir Chauhan,Chennai,Independent,5,1319,Furnished,66717,17,9751581914,kabirchauhan@gmail.com,10-12-25
Kashvi Ghose,Jaipur,Independent,2,1907,Unfurnished,33446,1,9640274579,kashvighose@gmail.com,08-12-25
Priyansh Som,Bangalore,Independent,4,401,Semi-Furnished,10982,9,9035507686,priyanshsom@gmail.com,18-11-25
Vanya Bawa,Jaipur,Studio,3,1918,Semi-Furnished,38815,15,9262602643,vanyabawa@gmail.com,19-11-25
Armaan Bali,Indore,Apartment,2,2265,Semi-Furnished,42998,19,9809094490,armaanbali@gmail.com,07-11-25
Zara Kala,Nagpur,Studio,4,937,Semi-Furnished,30808,4,9466679542,zarakala@gmail.com,22-12-25
Dishani Balay,Chennai,Villa,3,2499,Furnished,128227,0,9306302999,dishanibalay@gmail.com,11-10-25
Lagan Ganesh,Kolkata,Studio,3,425,Furnished,17597,4,9618450077,laganganesh@gmail.com,16-10-25
Tarini Bajwa,Nagpur,Independent,4,901,Semi-Furnished,14226,5,9588928081,tarinibajwa@gmail.com,11-12-25
Tara Badal,Indore,Independent,5,1382,Semi-Furnished,22937,9,9745682636,tarabadal@gmail.com,28-10-25
Mishti Reddy,Indore,Independent,4,1911,Furnished,43831,7,9671174474,mishtireddy@gmail.com,20-11-25
Mamooty Bose,Indore,Studio,3,1444,Unfurnished,48258,17,9417576791,mamootybose@gmail.com,16-11-25
Lagan Gara,Hyderabad,Apartment,4,1987,Unfurnished,79413,1,9453315645,lagangara@gmail.com,06-11-25
Diya Tripathi,Hyderabad,Apartment,2,1265,Unfurnished,39607,14,9813581098,diyatripathi@gmail.com,06-10-25
Ela Srinivas,Kolkata,Villa,5,1993,Furnished,82677,12,9207905219,elasrinivas@gmail.com,07-10-25
Ritvik Chander,Pune,Independent,4,1138,Furnished,39465,1,9527936556,ritvikchander@gmail.com,25-12-25
Alia Kadakia,Kolkata,Apartment,2,1878,Semi-Furnished,54683,3,9336239704,aliakadakia@gmail.com,24-12-25
Aaina Goswami,Nagpur,Independent,2,1311,Unfurnished,23742,15,9089736828,aainagoswami@gmail.com,12-10-25
Abram Dasgupta,Chennai,Independent,2,1678,Semi-Furnished,54309,20,9363095374,abramdasgupta@gmail.com,03-12-25
Renee Chaudry,Pune,Studio,2,833,Furnished,24737,6,9912299855,reneechaudry@gmail.com,04-11-25
Kismat Iyer,Nagpur,Apartment,2,1996,Furnished,35623,14,9314473651,kismatiyer@gmail.com,04-12-25
Vivaan Issac,Nagpur,Independent,5,673,Unfurnished,24821,2,9244175983,vivaanissac@gmail.com,12-11-25
Tanya Yadav,Delhi,Independent,1,1685,Semi-Furnished,90386,20,9529657568,tanyayadav@gmail.com,18-12-25
Sara Chander,Nagpur,Villa,4,2432,Furnished,50926,20,9779672653,sarachander@gmail.com,16-11-25
Indrajit Seth,Hyderabad,Studio,2,2407,Furnished,59059,1,9355673259,indrajitseth@gmail.com,19-11-25
Pari Kibe,Indore,Independent,5,2049,Unfurnished,36828,19,9391282314,parikibe@gmail.com,22-12-25
Manjari Sankar,Kolkata,Studio,3,961,Unfurnished,14570,11,9580023878,manjarisankar@gmail.com,21-10-25
Aarna Choudhury,Indore,Studio,4,929,Furnished,20206,12,9983388824,aarnachoudhury@gmail.com,21-10-25
Shamik Chakrabarti,Hyderabad,Studio,5,857,Unfurnished,22139,15,9878636016,shamikchakrabarti@gmail.com,18-11-25
Anvi Krish,Chennai,Villa,3,537,Unfurnished,16578,2,9355186175,anvikrish@gmail.com,01-12-25
Stuvan Deshpande,Bangalore,Villa,5,2058,Semi-Furnished,50449,18,9912377544,stuvandeshpande@gmail.com,15-12-25
Pihu Toor,Indore,Independent,1,1481,Furnished,24746,2,9313232622,pihutoor@gmail.com,30-11-25
Saira Bava,Indore,Studio,3,2077,Semi-Furnished,43137,16,9724650865,sairabava@gmail.com,06-11-25
Indranil Batra,Hyderabad,Independent,4,465,Unfurnished,9639,7,9693129484,indranilbatra@gmail.com,21-11-25
Neysa Rajan,Nagpur,Apartment,5,2010,Unfurnished,59048,2,9505003268,neysarajan@gmail.com,15-11-25
Trisha Baria,Kolkata,Studio,3,2036,Furnished,41271,9,9777033285,trishabaria@gmail.com,05-10-25
Bhavin Krishnan,Hyderabad,Villa,1,1198,Semi-Furnished,44094,2,9251430553,bhavinkrishnan@gmail.com,29-10-25
Amira Kohli,Jaipur,Villa,5,1795,Semi-Furnished,36565,19,9056794905,amirakohli@gmail.com,30-10-25
Zoya Srivastava,Delhi,Independent,2,1432,Unfurnished,78055,17,9367287976,zoyasrivastava@gmail.com,04-11-25
Zeeshan Rajan,Bangalore,Independent,1,1464,Unfurnished,39857,18,9711266010,zeeshanrajan@gmail.com,03-11-25
Rhea Kothari,Bangalore,Studio,3,497,Semi-Furnished,28010,10,9713543333,rheakothari@gmail.com,13-12-25
Jivin Tella,Chennai,Studio,1,1632,Unfurnished,35904,16,9548169528,jivintella@gmail.com,13-12-25
Misha Tiwari,Chennai,Apartment,3,2321,Furnished,119902,10,9028896329,mishatiwari@gmail.com,11-11-25
Rohan Kale,Jaipur,Studio,2,1494,Furnished,24816,18,9207273373,rohankale@gmail.com,01-11-25
Nitara Devan,Bangalore,Independent,3,799,Semi-Furnished,46302,20,9711768299,nitaradevan@gmail.com,17-11-25
Aaryahi Ahluwalia,Jaipur,Independent,5,702,Semi-Furnished,12826,18,9049809684,aaryahiahluwalia@gmail.com,17-10-25
Shalv Banik,Jaipur,Independent,5,1796,Unfurnished,56389,16,9061134517,shalvbanik@gmail.com,13-11-25
Dishani Din,Bangalore,Villa,2,939,Furnished,61492,19,9276099745,dishanidin@gmail.com,03-11-25
Miraya Choudhury,Nagpur,Studio,4,936,Semi-Furnished,32785,9,9979303983,mirayachoudhury@gmail.com,12-11-25
Jivin Mahajan,Chennai,Villa,3,1402,Furnished,35259,11,9659167021,jivinmahajan@gmail.com,27-11-25
Darshit Dhaliwal,Chennai,Villa,5,509,Semi-Furnished,12595,16,9742757421,darshitdhaliwal@gmail.com,09-10-25
Shlok Madan,Chennai,Studio,3,891,Semi-Furnished,19664,19,9156405290,shlokmadan@gmail.com,08-11-25
Arnav Swaminathan,Delhi,Independent,2,2391,Semi-Furnished,135310,16,9593718244,arnavswaminathan@gmail.com,17-10-25
Tushar Srivastava,Chennai,Apartment,3,1734,Furnished,72716,18,9643055006,tusharsrivastava@gmail.com,23-10-25
Bhamini Bumb,Pune,Studio,3,481,Unfurnished,12756,20,9517111075,bhaminibumb@gmail.com,12-11-25
Jayan Raju,Kolkata,Apartment,3,2467,Semi-Furnished,72603,20,9114233109,jayanraju@gmail.com,11-10-25
Jayesh Sachar,Chennai,Studio,5,2272,Unfurnished,54699,3,9713231135,jayeshsachar@gmail.com,14-11-25
Navya Tandon,Mumbai,Apartment,3,1008,Unfurnished,37764,18,9224096990,navyatandon@gmail.com,29-12-25
Indranil Gera,Mumbai,Villa,4,1218,Furnished,35437,10,9276142407,indranilgera@gmail.com,28-10-25
Misha Khurana,Hyderabad,Villa,3,2419,Furnished,102138,12,9359318673,mishakhurana@gmail.com,29-10-25
Kavya D’Alia,Jaipur,Villa,3,1752,Semi-Furnished,49995,11,9412139838,kavyad’alia@gmail.com,06-11-25
Aarav Sabharwal,Mumbai,Independent,2,1411,Furnished,91990,10,9354122146,aaravsabharwal@gmail.com,15-10-25
Hansh Ram,Indore,Studio,3,716,Furnished,14072,7,9752929464,hanshram@gmail.com,30-10-25
Adah Chowdhury,Indore,Villa,2,871,Furnished,19315,13,9236852451,adahchowdhury@gmail.com,05-12-25
Jhanvi Kalita,Pune,Studio,1,705,Semi-Furnished,26656,0,9969383500,jhanvikalita@gmail.com,08-10-25
Prisha Luthra,Chennai,Independent,1,1618,Semi-Furnished,47912,7,9793810362,prishaluthra@gmail.com,09-12-25
Nirvi Malhotra,Hyderabad,Apartment,4,2224,Semi-Furnished,59543,14,9792692023,nirvimalhotra@gmail.com,29-10-25
Kaira Kala,Hyderabad,Studio,1,953,Unfurnished,44743,4,9238626158,kairakala@gmail.com,28-11-25
Navya Upadhyay,Delhi,Studio,5,1426,Unfurnished,76718,16,9607127222,navyaupadhyay@gmail.com,16-10-25
Priyansh Boase,Pune,Apartment,4,1492,Unfurnished,73212,3,9556538317,priyanshboase@gmail.com,08-12-25
Nayantara Guha,Jaipur,Villa,1,2371,Semi-Furnished,91337,18,9652156441,nayantaraguha@gmail.com,21-10-25
Khushi Rege,Chennai,Independent,3,1314,Unfurnished,29129,16,9156596693,khushirege@gmail.com,25-11-25
Chirag Kale,Pune,Studio,3,1489,Semi-Furnished,30330,12,9802294888,chiragkale@gmail.com,03-11-25
Kiaan Joshi,Pune,Villa,5,1815,Unfurnished,39488,11,9788779454,kiaanjoshi@gmail.com,09-10-25
Rohan Iyengar,Kolkata,Apartment,1,673,Furnished,22053,0,9960290917,rohaniyengar@gmail.com,20-10-25
Anahi Ahuja,Pune,Studio,4,1071,Unfurnished,44221,4,9491690221,anahiahuja@gmail.com,09-11-25
Jayesh Sagar,Pune,Apartment,5,1972,Semi-Furnished,87385,19,9242076407,jayeshsagar@gmail.com,18-10-25
Sumer Aggarwal,Indore,Studio,1,1543,Furnished,47888,4,9955372621,sumeraggarwal@gmail.com,10-12-25
Tejas Dayal,Pune,Apartment,3,1444,Furnished,40850,3,9986516277,tejasdayal@gmail.com,22-10-25
Jayesh Subramaniam,Indore,Independent,1,790,Furnished,14755,16,9170135314,jayeshsubramaniam@gmail.com,17-12-25
Taran Dhar,Indore,Studio,2,1847,Furnished,51207,19,9923373803,tarandhar@gmail.com,27-12-25
Hridaan Vasa,Hyderabad,Studio,5,1965,Furnished,81482,14,9191173913,hridaanvasa@gmail.com,13-12-25
Ela Gopal,Bangalore,Studio,1,2119,Semi-Furnished,57888,16,9438968655,elagopal@gmail.com,27-12-25
Zaina Apte,Pune,Villa,1,1937,Furnished,41400,20,9239757978,zainaapte@gmail.com,15-11-25
Raunak Tiwari,Kolkata,Apartment,4,1544,Semi-Furnished,54694,14,9975767666,raunaktiwari@gmail.com,14-10-25
Jiya Jani,Hyderabad,Independent,3,1516,Unfurnished,32361,1,9757392765,jiyajani@gmail.com,24-12-25
Romil Chana,Indore,Apartment,1,1752,Unfurnished,26764,0,9587664854,romilchana@gmail.com,13-11-25
Hunar Chakraborty,Indore,Studio,4,937,Unfurnished,27219,14,9038728730,hunarchakraborty@gmail.com,24-11-25
Shamik Bajwa,Indore,Villa,3,647,Furnished,14670,11,9672311391,shamikbajwa@gmail.com,27-10-25
Dishani Dhar,Mumbai,Villa,5,1292,Furnished,43307,13,9631030346,dishanidhar@gmail.com,22-12-25
Suhana Sathe,Kolkata,Studio,5,740,Furnished,13482,0,9084067864,suhanasathe@gmail.com,02-12-25
Jayan Johal,Mumbai,Apartment,3,1342,Furnished,62208,0,9292651636,jayanjohal@gmail.com,09-12-25
Aniruddh Saha,Hyderabad,Independent,2,2186,Unfurnished,45104,16,9142640450,aniruddhsaha@gmail.com,05-12-25
Urvi Kanda,Chennai,Villa,2,2110,Semi-Furnished,81242,12,9691320361,urvikanda@gmail.com,23-12-25
Urvi Chadha,Pune,Villa,1,1699,Unfurnished,35203,0,9450356602,urvichadha@gmail.com,23-12-25
Armaan Chacko,Hyderabad,Studio,3,1377,Semi-Furnished,53234,14,9441271289,armaanchacko@gmail.com,23-10-25
Ehsaan Babu,Indore,Independent,5,2272,Semi-Furnished,27010,5,9384569638,ehsaanbabu@gmail.com,19-12-25
Aarav Hans,Delhi,Studio,4,1452,Semi-Furnished,62315,1,9823398408,aaravhans@gmail.com,23-10-25
Shray Dewan,Mumbai,Apartment,4,1179,Unfurnished,36478,10,9386308209,shraydewan@gmail.com,06-12-25
Miraya Dora,Kolkata,Studio,3,1131,Furnished,33088,1,9221353066,mirayadora@gmail.com,14-10-25
Divyansh Chad,Pune,Apartment,5,2125,Furnished,50504,18,9094188820,divyanshchad@gmail.com,21-10-25
Hunar Andra,Pune,Apartment,2,1382,Semi-Furnished,28791,6,9176028024,hunarandra@gmail.com,02-11-25
Uthkarsh Bhakta,Bangalore,Apartment,5,1614,Unfurnished,50328,13,9851471797,uthkarshbhakta@gmail.com,16-10-25
Yuvraj  Varkey,Indore,Villa,1,1281,Semi-Furnished,25131,11,9056431283,yuvrajvarkey@gmail.com,09-12-25
Indrajit Ravi,Nagpur,Villa,3,561,Furnished,18006,18,9325630521,indrajitravi@gmail.com,05-11-25
Piya Kar,Hyderabad,Independent,5,1746,Furnished,71178,13,9776114997,piyakar@gmail.com,07-12-25
Chirag Khurana,Nagpur,Apartment,4,444,Unfurnished,12800,1,9162872574,chiragkhurana@gmail.com,24-12-25
Nakul Ghosh,Nagpur,Studio,1,1076,Unfurnished,37057,20,9631611498,nakulghosh@gmail.com,29-10-25
Gatik Rout,Kolkata,Apartment,3,2376,Semi-Furnished,73026,19,9828222792,gatikrout@gmail.com,15-11-25
Abram Kata,Hyderabad,Independent,5,1957,Furnished,60940,20,9542918311,abramkata@gmail.com,03-11-25
Ryan Bahl,Jaipur,Villa,5,1939,Semi-Furnished,69757,10,9393888783,ryanbahl@gmail.com,12-12-25
Shray Baral,Hyderabad,Studio,4,510,Unfurnished,21612,5,9648331656,shraybaral@gmail.com,12-12-25
Darshit Master,Chennai,Villa,3,2377,Unfurnished,122664,8,9519302671,darshitmaster@gmail.com,14-11-25
Nirvaan Devan,Hyderabad,Villa,3,932,Furnished,44344,3,9846529444,nirvaandevan@gmail.com,15-10-25
Priyansh Kashyap,Kolkata,Independent,5,2023,Furnished,31194,19,9986105144,priyanshkashyap@gmail.com,31-10-25
Parinaaz Sule,Pune,Apartment,4,2204,Unfurnished,74296,18,9832052967,parinaazsule@gmail.com,01-11-25
Rohan Joshi,Indore,Villa,4,526,Furnished,14180,3,9010162599,rohanjoshi@gmail.com,28-12-25
Kiaan Comar,Indore,Apartment,5,2433,Semi-Furnished,68561,17,9795392442,kiaancomar@gmail.com,29-10-25
Vardaniya Jain,Delhi,Studio,3,1090,Unfurnished,67148,11,9391851405,vardaniyajain@gmail.com,09-12-25
Lakshit Borah,Jaipur,Apartment,1,2328,Semi-Furnished,92548,4,9548455894,lakshitborah@gmail.com,22-12-25
Gokul Dugal,Mumbai,Apartment,5,1841,Unfurnished,98327,7,9476177092,gokuldugal@gmail.com,07-10-25
Advika Soni,Kolkata,Studio,4,579,Furnished,14884,10,9488818593,advikasoni@gmail.com,28-12-25
Vaibhav Wali,Mumbai,Villa,5,754,Unfurnished,43121,7,9999732562,vaibhavwali@gmail.com,01-11-25
Dhanuk Sen,Jaipur,Independent,2,522,Semi-Furnished,7629,6,9922240501,dhanuksen@gmail.com,24-12-25
Ahana  Kurian,Bangalore,Apartment,3,2419,Furnished,124017,3,9309473248,ahanakurian@gmail.com,12-10-25
Kaira Arya,Jaipur,Studio,3,2118,Semi-Furnished,55372,12,9136795170,kairaarya@gmail.com,20-12-25
Yuvraj  Kannan,Delhi,Villa,2,1219,Semi-Furnished,69173,14,9554921536,yuvrajkannan@gmail.com,30-10-25
Sara Varty,Delhi,Apartment,4,784,Unfurnished,45328,19,9441196231,saravarty@gmail.com,17-12-25
Divij Shanker,Jaipur,Studio,3,1693,Semi-Furnished,58410,10,9425785859,divijshanker@gmail.com,20-11-25
Ryan Chandran,Kolkata,Apartment,4,1855,Semi-Furnished,44520,0,9926702828,ryanchandran@gmail.com,09-12-25
Uthkarsh Kamdar,Jaipur,Studio,3,1435,Unfurnished,55911,5,9476489340,uthkarshkamdar@gmail.com,15-10-25
Dhruv Dutta,Mumbai,Studio,3,1590,Semi-Furnished,62948,11,9572166612,dhruvdutta@gmail.com,20-12-25
Vardaniya Date,Jaipur,Villa,3,2236,Semi-Furnished,51076,0,9488549602,vardaniyadate@gmail.com,29-10-25
Vidur Chowdhury,Jaipur,Studio,2,907,Unfurnished,14069,0,9008129123,vidurchowdhury@gmail.com,27-11-25
Oorja Srinivas,Pune,Independent,1,1355,Furnished,57533,16,9386645841,oorjasrinivas@gmail.com,08-11-25
Vritika Borah,Delhi,Villa,4,931,Furnished,26929,9,9342876313,vritikaborah@gmail.com,02-11-25
Kashvi Lad,Pune,Villa,4,1124,Furnished,47189,3,9235919779,kashvilad@gmail.com,27-12-25
Advik Borah,Hyderabad,Apartment,2,1406,Semi-Furnished,60828,0,9021059435,advikborah@gmail.com,29-11-25
Kiara Babu,Chennai,Studio,1,2301,Furnished,69698,15,9646617038,kiarababu@gmail.com,11-10-25
Divit Sastry,Kolkata,Studio,1,2154,Furnished,70668,4,9699381758,divitsastry@gmail.com,09-12-25
Jiya Gandhi,Delhi,Studio,1,2133,Furnished,86350,17,9117825175,jiyagandhi@gmail.com,07-11-25
Ela Ghose,Pune,Studio,2,1700,Furnished,63211,1,9668772266,elaghose@gmail.com,16-12-25
Indrajit Barad,Chennai,Apartment,2,2289,Unfurnished,61957,10,9427049316,indrajitbarad@gmail.com,14-12-25
Sara Rajan,Bangalore,Independent,2,2013,Furnished,99285,9,9171539818,sararajan@gmail.com,03-11-25
Vritika Gade,Delhi,Apartment,4,1380,Semi-Furnished,30515,13,9235685488,vritikagade@gmail.com,06-11-25
Advik Vohra,Hyderabad,Apartment,3,1033,Unfurnished,29492,4,9952761836,advikvohra@gmail.com,28-10-25
Hazel Guha,Hyderabad,Independent,3,1491,Furnished,68571,7,9217602389,hazelguha@gmail.com,10-12-25
Damini Borah,Mumbai,Apartment,1,2463,Unfurnished,137915,18,9440833075,daminiborah@gmail.com,13-12-25
Armaan Badami,Bangalore,Independent,5,2172,Furnished,111516,17,9216724908,armaanbadami@gmail.com,13-10-25
Vedika Rao,Jaipur,Villa,3,993,Furnished,13412,8,9017830175,vedikarao@gmail.com,18-10-25
Miraya Koshy,Indore,Independent,2,1378,Semi-Furnished,19536,1,9152876158,mirayakoshy@gmail.com,20-12-25
Darshit Singh,Indore,Independent,4,2489,Semi-Furnished,46234,3,9246343322,darshitsingh@gmail.com,09-10-25
Rati Vasa,Mumbai,Apartment,2,965,Furnished,62908,4,9954294477,rativasa@gmail.com,16-10-25
Mannat Dua,Kolkata,Independent,5,2187,Semi-Furnished,51956,11,9454380746,mannatdua@gmail.com,21-11-25
Manjari Mani,Kolkata,Villa,1,1775,Furnished,31220,15,9562476469,manjarimani@gmail.com,24-11-25
Anaya Kota,Nagpur,Villa,2,2006,Unfurnished,62627,3,9289503120,anayakota@gmail.com,07-10-25
Dharmajan Atwal,Nagpur,Villa,2,713,Semi-Furnished,16386,10,9571573491,dharmajanatwal@gmail.com,26-10-25
Fateh Madan,Delhi,Studio,1,1657,Unfurnished,91811,11,9270302517,fatehmadan@gmail.com,21-11-25
Biju Bhargava,Kolkata,Villa,3,1107,Furnished,31858,7,9095372038,bijubhargava@gmail.com,24-11-25
Vihaan Desai,Jaipur,Villa,5,789,Furnished,30251,6,9354609428,vihaandesai@gmail.com,29-11-25
Abram Choudhry,Nagpur,Studio,2,430,Unfurnished,10872,16,9552924232,abramchoudhry@gmail.com,22-12-25
Baiju Ganesh,Pune,Studio,3,1731,Furnished,64104,7,9667816964,baijuganesh@gmail.com,28-12-25
Purab Butala,Kolkata,Studio,3,1163,Unfurnished,34645,3,9875084954,purabbutala@gmail.com,13-10-25
Eva Sastry,Kolkata,Villa,2,1885,Furnished,72983,12,9723174693,evasastry@gmail.com,08-11-25
Anvi Verma,Indore,Independent,1,1876,Furnished,51696,10,9965919972,anviverma@gmail.com,27-12-25
Manjari Dugal,Delhi,Villa,5,1743,Semi-Furnished,107514,10,9532703531,manjaridugal@gmail.com,21-10-25
Zain Tak,Hyderabad,Independent,5,1425,Semi-Furnished,56833,16,9602611958,zaintak@gmail.com,20-12-25
Anay Desai,Nagpur,Villa,5,718,Semi-Furnished,14331,15,9972328148,anaydesai@gmail.com,21-11-25
Nitara Wadhwa,Jaipur,Independent,4,2379,Furnished,56417,1,9995916965,nitarawadhwa@gmail.com,11-12-25
Darshit Wagle,Chennai,Apartment,4,2296,Semi-Furnished,59486,5,9812832663,darshitwagle@gmail.com,15-12-25
